,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,replay_dir_path,replay_url,size,status,match_id
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D:dota_replay/Tundra Esports/20260421/,http://replay192.valve.net/570/8779658823_723020252.dem.bz2,74.05247592926025,toDo,8779658823
1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,D:dota_replay/Tundra Esports/20260421/,http://replay193.valve.net/570/8779574003_135616114.dem.bz2,95.89119148254396,toDo,8779574003
2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,D:dota_replay/Tundra Esports/20260421/,http://replay193.valve.net/570/8779491334_1657941892.dem.bz2,84.14861488342285,toDo,8779491334
3,3.0,3.0,3.0,3.0,3.0,3.0,3.0,D:dota_replay/Tundra Esports/20260420/,http://replay193.valve.net/570/8778252071_230243799.dem.bz2,105.1266279220581,toDo,8778252071
4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D:dota_replay/Tundra Esports/20260420/,http://replay191.valve.net/570/8778168822_1545842367.dem.bz2,71.49171447753906,toDo,8778168822
5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,D:dota_replay/Tundra Esports/20260419/,http://replay193.valve.net/570/8778074211_124631498.dem.bz2,75.74394035339355,toDo,8778074211
6,6.0,6.0,6.0,6.0,6.0,6.0,6.0,D:dota_replay/Tundra Esports/20260419/,http://replay193.valve.net/570/8776815882_977221770.dem.bz2,63.08360958099365,toDo,8776815882
7,7.0,7.0,7.0,7.0,7.0,7.0,7.0,D:dota_replay/Tundra Esports/20260419/,http://replay191.valve.net/570/8776679266_335686605.dem.bz2,134.8858404159546,toDo,8776679266
8,8.0,8.0,8.0,8.0,8.0,8.0,8.0,D:dota_replay/Tundra Esports/20260418/,http://replay192.valve.net/570/8776583882_899001562.dem.bz2,71.91420650482178,toDo,8776583882
9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,D:dota_replay/Tundra Esports/20260330/,http://replay273.valve.net/570/8749655300_1124889914.dem.bz2,86.6277208328247,toDo,8749655300
10,10.0,10.0,10.0,10.0,10.0,10.0,10.0,D:dota_replay/Tundra Esports/20260330/,http://replay271.valve.net/570/8749533801_729657643.dem.bz2,120.18446445465088,toDo,8749533801
11,11.0,11.0,11.0,11.0,11.0,11.0,11.0,D:dota_replay/Tundra Esports/20260330/,http://replay274.valve.net/570/8749401157_88295810.dem.bz2,185.376766204834,toDo,8749401157
12,12.0,12.0,12.0,12.0,12.0,12.0,12.0,D:dota_replay/Tundra Esports/20260329/,http://replay272.valve.net/570/8749290937_1328861266.dem.bz2,117.55637073516846,toDo,8749290937
13,13.0,13.0,13.0,13.0,13.0,13.0,13.0,D:dota_replay/Tundra Esports/20260329/,http://replay274.valve.net/570/8747822091_2126157652.dem.bz2,79.72785091400146,toDo,8747822091
14,14.0,14.0,14.0,14.0,14.0,14.0,14.0,D:dota_replay/Tundra Esports/20260328/,http://replay274.valve.net/570/8747660830_1979609733.dem.bz2,129.63477993011475,toDo,8747660830
15,15.0,15.0,15.0,15.0,15.0,15.0,15.0,D:dota_replay/Tundra Esports/20260327/,http://replay271.valve.net/570/8745090204_607422021.dem.bz2,132.06101417541504,toDo,8745090204
16,16.0,16.0,16.0,16.0,16.0,16.0,16.0,D:dota_replay/Tundra Esports/20260327/,http://replay273.valve.net/570/8744971178_1988665305.dem.bz2,159.59429550170898,toDo,8744971178
17,17.0,17.0,17.0,17.0,17.0,17.0,17.0,D:dota_replay/Tundra Esports/20260327/,http://replay272.valve.net/570/8744876410_1336733201.dem.bz2,109.41811656951904,toDo,8744876410
18,18.0,18.0,18.0,18.0,18.0,18.0,18.0,D:dota_replay/Tundra Esports/20260325/,http://replay273.valve.net/570/8743235152_1827778296.dem.bz2,44.06272792816162,toDo,8743235152
19,19.0,19.0,19.0,19.0,19.0,19.0,19.0,D:dota_replay/Tundra Esports/20260325/,http://replay273.valve.net/570/8743150184_118786843.dem.bz2,45.00566387176514,toDo,8743150184
20,20.0,20.0,20.0,20.0,20.0,20.0,20.0,D:dota_replay/Tundra Esports/20260324/,http://replay274.valve.net/570/8742124178_1677005694.dem.bz2,181.48885536193848,toDo,8742124178
21,21.0,21.0,21.0,21.0,21.0,21.0,21.0,D:dota_replay/Tundra Esports/20260324/,http://replay271.valve.net/570/8742051676_176607222.dem.bz2,72.19093799591064,toDo,8742051676
22,22.0,22.0,22.0,22.0,22.0,22.0,22.0,D:dota_replay/Tundra Esports/20260324/,http://replay274.valve.net/570/8741931257_1508266434.dem.bz2,126.62060642242432,toDo,8741931257
23,23.0,23.0,23.0,23.0,23.0,23.0,23.0,D:dota_replay/Tundra Esports/20260324/,http://replay271.valve.net/570/8741845660_990375914.dem.bz2,105.04763317108154,toDo,8741845660
24,24.0,24.0,24.0,24.0,24.0,24.0,24.0,D:dota_replay/Tundra Esports/20260324/,http://replay273.valve.net/570/8740976908_869916976.dem.bz2,147.3581018447876,toDo,8740976908
