,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,replay_dir_path,replay_url,size,status,match_id
0,0.0,0.0,0.0,0.0,0.0,D:dota_replay/Perú Rejects/20260201/,http://replay381.valve.net/570/8672358879_2057257705.dem.bz2,92.234543800354,toDo,8672358879
1,1.0,1.0,1.0,1.0,1.0,D:dota_replay/Perú Rejects/20260201/,http://replay251.valve.net/570/8672286349_1519522011.dem.bz2,52.40363597869873,toDo,8672286349
2,2.0,2.0,2.0,2.0,2.0,D:dota_replay/Perú Rejects/20260201/,http://replay251.valve.net/570/8672202214_943209117.dem.bz2,54.3649787902832,toDo,8672202214
3,3.0,3.0,3.0,3.0,3.0,D:dota_replay/Perú Rejects/20260201/,http://replay251.valve.net/570/8672063486_1713169585.dem.bz2,104.67443466186523,toDo,8672063486
