,replay_dir_path,replay_url,size,status,match_id
0,,,-1.0,,
1,,,-1.0,,
2,,,-1.0,,
3,,,-1.0,,
4,,,-1.0,,
5,,,-1.0,,
6,,,-1.0,,
7,dota_replay/Yakutou Brothers/20260413/,http://replay225.valve.net/570/8769781553_347220814.dem.bz2,79.78557777404785,toDo,8769781553
8,dota_replay/Yakutou Brothers/20260413/,http://replay225.valve.net/570/8769720959_30052911.dem.bz2,102.43901062011719,toDo,8769720959
9,dota_replay/Yakutou Brothers/20260413/,http://replay225.valve.net/570/8769650815_1772740797.dem.bz2,122.21407699584961,toDo,8769650815
10,dota_replay/Yakutou Brothers/20260413/,http://replay225.valve.net/570/8769624896_1169772510.dem.bz2,68.30278015136719,toDo,8769624896
11,dota_replay/Yakutou Brothers/20260413/,http://replay225.valve.net/570/8769582850_1133478090.dem.bz2,101.75894927978516,toDo,8769582850
12,dota_replay/Yakutou Brothers/20260412/,http://replay225.valve.net/570/8768112707_1991784934.dem.bz2,96.68026828765869,toDo,8768112707
13,dota_replay/Yakutou Brothers/20260412/,http://replay225.valve.net/570/8768061677_1906711904.dem.bz2,75.29687404632568,toDo,8768061677
14,dota_replay/Yakutou Brothers/20260403/,http://replay225.valve.net/570/8755735231_1943507773.dem.bz2,28.846120834350586,toDo,8755735231
15,dota_replay/Yakutou Brothers/20260403/,http://replay225.valve.net/570/8755637158_2143056167.dem.bz2,82.08356475830078,toDo,8755637158
16,dota_replay/Yakutou Brothers/20260403/,http://replay225.valve.net/570/8755539394_1929137777.dem.bz2,68.45608329772949,toDo,8755539394
17,dota_replay/Yakutou Brothers/20260403/,http://replay225.valve.net/570/8755468072_1840880246.dem.bz2,81.46875667572021,toDo,8755468072
18,dota_replay/Yakutou Brothers/20260403/,http://replay225.valve.net/570/8755425925_622082050.dem.bz2,46.16858196258545,toDo,8755425925
19,dota_replay/Yakutou Brothers/20260402/,http://replay225.valve.net/570/8754236176_621255828.dem.bz2,38.341750144958496,toDo,8754236176
20,dota_replay/Yakutou Brothers/20260402/,http://replay225.valve.net/570/8754181843_1198598676.dem.bz2,51.64398384094238,toDo,8754181843
21,dota_replay/Yakutou Brothers/20260325/,http://replay274.valve.net/570/8743236667_1421421607.dem.bz2,123.63954067230225,toDo,8743236667
22,dota_replay/Yakutou Brothers/20260325/,http://replay271.valve.net/570/8743150168_1221254751.dem.bz2,89.40449047088623,toDo,8743150168
