,Unnamed: 0,replay_dir_path,replay_url,size,status,match_id
69,69.0,D:dota_replay/FLYING FORTUNE/20260411/,http://replay271.valve.net/570/8766285720_1804858145.dem.bz2,44.760727882385254,toDo,8766285720
70,70.0,D:dota_replay/FLYING FORTUNE/20260411/,http://replay272.valve.net/570/8766251302_832285091.dem.bz2,45.19449806213379,toDo,8766251302
71,71.0,D:dota_replay/FLYING FORTUNE/20260411/,http://replay274.valve.net/570/8766208433_481179583.dem.bz2,49.31538486480713,toDo,8766208433
72,72.0,D:dota_replay/FLYING FORTUNE/20260410/,http://replay272.valve.net/570/8765034315_746102390.dem.bz2,41.70768737792969,toDo,8765034315
73,73.0,D:dota_replay/FLYING FORTUNE/20260410/,http://replay272.valve.net/570/8765015537_861804144.dem.bz2,30.92680931091309,toDo,8765015537
74,74.0,D:dota_replay/FLYING FORTUNE/20260410/,http://replay274.valve.net/570/8764992484_1053245359.dem.bz2,35.38676834106445,toDo,8764992484
75,75.0,D:dota_replay/FLYING FORTUNE/20260409/,http://replay272.valve.net/570/8763611445_909207027.dem.bz2,38.568854331970215,toDo,8763611445
76,76.0,D:dota_replay/FLYING FORTUNE/20260409/,http://replay272.valve.net/570/8763587478_307505198.dem.bz2,33.91561698913574,toDo,8763587478
77,77.0,D:dota_replay/FLYING FORTUNE/20260408/,http://replay271.valve.net/570/8762414084_1585073269.dem.bz2,34.63228511810303,toDo,8762414084
78,78.0,D:dota_replay/FLYING FORTUNE/20260408/,http://replay272.valve.net/570/8762393297_1987087088.dem.bz2,40.15769386291504,toDo,8762393297
79,79.0,D:dota_replay/FLYING FORTUNE/20260408/,http://replay274.valve.net/570/8762374306_948791798.dem.bz2,37.86229133605957,toDo,8762374306
80,80.0,D:dota_replay/FLYING FORTUNE/20260407/,http://replay274.valve.net/570/8761054697_1413723122.dem.bz2,31.757634162902832,toDo,8761054697
81,81.0,D:dota_replay/FLYING FORTUNE/20260407/,http://replay271.valve.net/570/8761013273_258792392.dem.bz2,49.79349136352539,toDo,8761013273
82,82.0,D:dota_replay/FLYING FORTUNE/20260407/,http://replay274.valve.net/570/8760975621_947172421.dem.bz2,35.44749164581299,toDo,8760975621
83,83.0,D:dota_replay/FLYING FORTUNE/20260406/,http://replay273.valve.net/570/8759595848_174777763.dem.bz2,32.212337493896484,toDo,8759595848
84,84.0,D:dota_replay/FLYING FORTUNE/20260406/,http://replay272.valve.net/570/8759554720_1077181717.dem.bz2,32.50835609436035,toDo,8759554720
85,85.0,D:dota_replay/FLYING FORTUNE/20260404/,http://replay271.valve.net/570/8756756115_1025222711.dem.bz2,28.050634384155273,toDo,8756756115
86,86.0,D:dota_replay/FLYING FORTUNE/20260404/,http://replay271.valve.net/570/8756734688_1200401606.dem.bz2,25.825385093688965,toDo,8756734688
87,87.0,D:dota_replay/FLYING FORTUNE/20260404/,http://replay271.valve.net/570/8756706438_1256936080.dem.bz2,35.06465816497803,toDo,8756706438
