,Unnamed: 0.1,Unnamed: 0,replay_dir_path,replay_url,size,status,match_id
0,0.0,0.0,D:dota_replay/минибарса/20260503/,http://replay274.valve.net/570/8795609224_473830150.dem.bz2,114.52805137634276,toDo,8795609224
1,1.0,1.0,D:dota_replay/минибарса/20260503/,http://replay274.valve.net/570/8795555957_1353944698.dem.bz2,49.30271816253662,toDo,8795555957
2,2.0,2.0,D:dota_replay/минибарса/20260503/,http://replay271.valve.net/570/8795509183_1454140394.dem.bz2,25.921101570129395,toDo,8795509183
3,3.0,3.0,D:dota_replay/минибарса/20260503/,http://replay273.valve.net/570/8795457854_1328583945.dem.bz2,31.7939453125,toDo,8795457854
4,4.0,4.0,D:dota_replay/минибарса/20260503/,http://replay271.valve.net/570/8795358044_274478418.dem.bz2,42.98660469055176,toDo,8795358044
5,5.0,5.0,D:dota_replay/минибарса/20260503/,http://replay271.valve.net/570/8795256383_672255095.dem.bz2,81.93579769134521,toDo,8795256383
6,6.0,6.0,D:dota_replay/минибарса/20260502/,http://replay271.valve.net/570/8795187645_1378402920.dem.bz2,37.63463878631592,toDo,8795187645
7,7.0,7.0,D:dota_replay/минибарса/20260502/,http://replay183.valve.net/570/8794068939_287441068.dem.bz2,63.525535583496094,toDo,8794068939
8,8.0,8.0,D:dota_replay/минибарса/20260502/,http://replay185.valve.net/570/8793974968_1611667271.dem.bz2,79.3489122390747,toDo,8793974968
9,9.0,9.0,D:dota_replay/минибарса/20260502/,http://replay272.valve.net/570/8793834188_1204474195.dem.bz2,51.25044918060303,toDo,8793834188
10,10.0,10.0,D:dota_replay/минибарса/20260501/,http://replay274.valve.net/570/8793766018_805268975.dem.bz2,48.13040065765381,toDo,8793766018
11,11.0,11.0,D:dota_replay/минибарса/20260430/,http://replay271.valve.net/570/8791514139_875105993.dem.bz2,40.91157913208008,toDo,8791514139
12,12.0,12.0,D:dota_replay/минибарса/20260430/,http://replay274.valve.net/570/8791466995_147971033.dem.bz2,69.2547378540039,toDo,8791466995
13,13.0,13.0,D:dota_replay/минибарса/20260430/,http://replay274.valve.net/570/8791415182_1681211010.dem.bz2,56.70338535308838,toDo,8791415182
14,14.0,14.0,D:dota_replay/минибарса/20260429/,http://replay274.valve.net/570/8790272901_31754067.dem.bz2,64.34093570709229,toDo,8790272901
15,15.0,15.0,D:dota_replay/минибарса/20260429/,http://replay272.valve.net/570/8790193284_576967852.dem.bz2,63.91216850280762,toDo,8790193284
16,16.0,16.0,D:dota_replay/минибарса/20260429/,http://replay273.valve.net/570/8790123164_1001449681.dem.bz2,40.86149597167969,toDo,8790123164
17,17.0,17.0,D:dota_replay/минибарса/20260429/,http://replay272.valve.net/570/8790064649_973903508.dem.bz2,38.03271579742432,toDo,8790064649
